id,name,slug,description,google_maps_url,website_url,phone,status,average_rating,review_count,cost_for_two_min,cost_for_two_max,cover_charge_min,cover_charge_max,cover_charge_redeemable,stag_entry_policy,couples_entry_policy,wheelchair_accessible,wifi_available,valet_available,happy_hours_note,operating_hours_raw,created_at,updated_at,tsv
6626be21-ba3e-4b82-9297-3c3a3231f9ec,Shankari Bar & Restaurant,shankari-bar-&-restaurant,,"https://www.google.com/maps/place/Shankari+Bar+%26+Restaurant/@12.9163825,77.55470319999999,14z/data=!4m8!1m2!2m1!1sShankari+Bar+%26+Restaurant!3m4!1s0x3bae3fd3bd69f803:0xe4adf41052ccded2!8m2!3d12.9163825!4d77.55470319999999",,+91 99805 17172,operational,3.6,178,,,,,,,,,,,,"{""Friday"": ""10am-11pm"", ""Monday"": ""10am-11pm"", ""Sunday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'bar':2 'restaur':3 'shankari':1
7b885fec-27a6-4550-8317-892c3fb1ec9d,Santosh Bar & Restaurant,santosh-bar-&-restaurant,,"https://www.google.com/maps/place/Santosh+Bar+%26+Restaurant/@12.908079599999999,77.5613261,14z/data=!4m8!1m2!2m1!1sSantosh+Bar+%26+Restaurant!3m4!1s0x3bae3fd80e12dab1:0x3c7090eb4ab26240!8m2!3d12.908079599999999!4d77.5613261",,,operational,3.6,534,,,,,,,,,,,,"{""Friday"": ""9am-12am"", ""Monday"": ""9am-12am"", ""Sunday"": ""10am-12am"", ""Tuesday"": ""9am-12am"", ""Saturday"": ""9am-12am"", ""Thursday"": ""9am-12am"", ""Wednesday"": ""9am-12am""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'bar':2 'restaur':3 'santosh':1
7d631166-b7cd-4b8c-ada8-0c473536778a,Nischith Bar And Restaurant,nischith-bar-and-restaurant,,"https://www.google.com/maps/place/Nischith+Bar+And+Restaurant/@12.902588,77.56151,14z/data=!4m8!1m2!2m1!1sNischith+Bar+And+Restaurant!3m4!1s0x3bae3fdf5b0f4f2b:0x88c3b868c7fcd039!8m2!3d12.902588!4d77.56151",,,operational,4.0,35,,,,,,,,,,,,"{""Friday"": ""9am-11pm"", ""Monday"": ""9am-11pm"", ""Sunday"": ""9am-11pm"", ""Tuesday"": ""9am-11pm"", ""Saturday"": ""9am-11pm"", ""Thursday"": ""9am-11pm"", ""Wednesday"": ""9am-11pm""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'bar':2 'nischith':1 'restaur':4
8a0cb5a7-eeca-4b35-8ada-02709a5c4fd9,SECOND HOUSE (Padmanabhanagar),second-house-(padmanabhanagar),,"https://www.google.com/maps/place/SECOND+HOUSE+%28Padmanabhanagar%29/@12.913608199999999,77.5588095,14z/data=!4m8!1m2!2m1!1sSECOND+HOUSE+%28Padmanabhanagar%29!3m4!1s0x3bae3f17a1f02721:0x858951dee5cf046f!8m2!3d12.913608199999999!4d77.5588095",,,operational,4.3,37,,,,,,,,,,,,"{""Friday"": ""10am-12:30am"", ""Monday"": ""10am-12:30am"", ""Sunday"": ""10am-12:30am"", ""Tuesday"": ""10am-12:30am"", ""Saturday"": ""10am-12:30am"", ""Thursday"": ""10am-12:30am"", ""Wednesday"": ""10am-12:30am""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'hous':2 'padmanabhanagar':3 'second':1
997754b5-fc13-4d2d-ab31-bc1388bd50a3,Alankar Bar And Restaurant,alankar-bar-and-restaurant,,"https://www.google.com/maps/place/Alankar+Bar+And+Restaurant/@12.912861399999999,77.5733261,14z/data=!4m8!1m2!2m1!1sAlankar+Bar+And+Restaurant!3m4!1s0x3bae157a78d1c239:0x8d59005d802a57a6!8m2!3d12.912861399999999!4d77.5733261",,+91 77604 51368,operational,3.7,308,,,,,,,,,,,,"{""Friday"": ""10am-1am"", ""Monday"": ""10am-1am"", ""Sunday"": ""10am-1am"", ""Tuesday"": ""10am-1am"", ""Saturday"": ""10am-1am"", ""Thursday"": ""10am-1am"", ""Wednesday"": ""10am-1am""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'alankar':1 'bar':2 'restaur':4
ad42490b-2938-4421-b0c8-354ea180c1a4,Banashankari Bar And Restaurent,banashankari-bar-and-restaurent,,"https://www.google.com/maps/place/Banashankari+Bar+And+Restaurent/@12.9108997,77.57783549999999,14z/data=!4m8!1m2!2m1!1sBanashankari+Bar+And+Restaurent!3m4!1s0x3bae1571e9dc0357:0x3cb47c663f0f5679!8m2!3d12.9108997!4d77.57783549999999",,+91 99803 70675,operational,3.6,142,,,,,,,,,,,,"{""Friday"": ""10am-10:30pm"", ""Monday"": ""10am-10:30pm"", ""Sunday"": ""10am-10:30pm"", ""Tuesday"": ""10am-10:30pm"", ""Saturday"": ""10am-10:30pm"", ""Thursday"": ""10am-10:30pm"", ""Wednesday"": ""10am-10:30pm""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'banashankari':1 'bar':2 'restaur':4
b2d58792-b9e1-4e91-b853-d3147ab93a51,The Mermaid,the-mermaid,,"https://www.google.com/maps/place/The+Mermaid/@12.896555699999999,77.571134,14z/data=!4m8!1m2!2m1!1sThe+Mermaid!3m4!1s0x3bae158aaa4e2a21:0x49fd2939a7ca7b0a!8m2!3d12.896555699999999!4d77.571134",,,operational,4.5,68,,,,,,,,,,,,"{""Friday"": ""10:30am-11:30pm"", ""Monday"": ""10:30am-11pm"", ""Sunday"": ""10:30am-11pm"", ""Tuesday"": ""10:30am-11pm"", ""Saturday"": ""10:30am-11:30pm"", ""Thursday"": ""10:30am-11pm"", ""Wednesday"": ""10:30am-11pm""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'mermaid':2
d5149924-2e75-429c-9b3f-074bcba31279,Manjunatha Bar & Restaurant,manjunatha-bar-&-restaurant,,"https://www.google.com/maps/place/Manjunatha+Bar+%26+Restaurant/@12.8968534,77.5712636,14z/data=!4m8!1m2!2m1!1sManjunatha+Bar+%26+Restaurant!3m4!1s0x3bae155d7281e7c5:0xc4d84653e721ef32!8m2!3d12.8968534!4d77.5712636",,,operational,3.9,411,,,,,,,,,,,,"{""Friday"": ""12-11pm"", ""Monday"": ""12-11pm"", ""Sunday"": ""12-11pm"", ""Tuesday"": ""12-11pm"", ""Saturday"": ""12-11pm"", ""Thursday"": ""12-11pm"", ""Wednesday"": ""12-11pm""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'bar':2 'manjunatha':1 'restaur':3
e570d006-f062-47a5-a35c-c5092798e1b3,Tipsy Bull - The Bar Exchange - JP Nagar,tipsy-bull---the-bar-exchange---jp-nagar,,"https://www.google.com/maps/place/Tipsy+Bull+-+The+Bar+Exchange+-+JP+Nagar/@12.906259499999999,77.5775857,14z/data=!4m8!1m2!2m1!1sTipsy+Bull+-+The+Bar+Exchange+-+JP+Nagar!3m4!1s0x3bae1500a0b8356f:0xe5415a5a6cef2bef!8m2!3d12.906259499999999!4d77.5775857",http://www.tipsybull.com/,+91 88844 42009,operational,4.3,6450,,,,,,,,,,,,"{""Friday"": ""12pm-12:30am"", ""Monday"": ""12pm-12:30am"", ""Sunday"": ""12pm-12:30am"", ""Tuesday"": ""12pm-12:30am"", ""Saturday"": ""12pm-12:30am"", ""Thursday"": ""12pm-12:30am"", ""Wednesday"": ""12pm-12:30am""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'bar':4 'bull':2 'exchang':5 'jp':6 'nagar':7 'tipsi':1
fe6b201c-37f0-4f9c-bf18-8aee35861d02,Toast on Terrace,toast-on-terrace,,"https://www.google.com/maps/place/Toast+on+Terrace/@12.896777,77.570399,14z/data=!4m8!1m2!2m1!1sToast+on+Terrace!3m4!1s0x3bae155aa8f63bf7:0x127eb4c990d99ea0!8m2!3d12.896777!4d77.570399",,+91 99002 43243,operational,4.1,1300,,,,,,,,,,,,"{""Friday"": ""12pm-12am"", ""Monday"": ""12pm-12am"", ""Sunday"": ""12pm-12am"", ""Tuesday"": ""12pm-12am"", ""Saturday"": ""12pm-12am"", ""Thursday"": ""12pm-12am"", ""Wednesday"": ""12pm-12am""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'terrac':3 'toast':1
fef292a9-c007-465a-a341-22d12524ace7,1522 The Pub JP Nagar,1522-the-pub-jp-nagar,"Hip locale featuring a stylish outdoor deck, plus bar bites, cocktails, mocktails & music.","https://www.google.com/maps/place/1522+The+Pub+JP+Nagar/@12.9062095,77.57587749999999,14z/data=!4m8!1m2!2m1!1s1522+The+Pub+JP+Nagar!3m4!1s0x3bae15ad3919ab11:0x903e1b501b1e1243!8m2!3d12.9062095!4d77.57587749999999",http://thepub1522.com/,+91 63640 01522,operational,4.2,6480,,,,,,,,,,,,"{""Friday"": ""11am-1am"", ""Monday"": ""11am-1am"", ""Sunday"": ""11am-1am"", ""Tuesday"": ""11am-1am"", ""Saturday"": ""11am-1am"", ""Thursday"": ""11am-1am"", ""Wednesday"": ""11am-1am""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'1522':1 'bar':14 'bite':15 'cocktail':16 'deck':12 'featur':8 'hip':6 'jp':4 'local':7 'mocktail':17 'music':18 'nagar':5 'outdoor':11 'plus':13 'pub':3 'stylish':10
ffa9c97d-4f54-4d0c-a6fc-78a78fb46331,Laxmi Bar & Restaurant,laxmi-bar-&-restaurant,,"https://www.google.com/maps/place/Laxmi+Bar+%26+Restaurant/@12.893842699999999,77.57113079999999,14z/data=!4m8!1m2!2m1!1sLaxmi+Bar+%26+Restaurant!3m4!1s0x3bae155c980e4c2d:0xc06b558579a2d616!8m2!3d12.893842699999999!4d77.57113079999999",,,operational,3.7,370,,,,,,,,,,,,"{""Friday"": ""9am-11pm"", ""Monday"": ""9am-11pm"", ""Sunday"": ""9am-11pm"", ""Tuesday"": ""9am-11pm"", ""Saturday"": ""9am-11pm"", ""Thursday"": ""9am-11pm"", ""Wednesday"": ""9am-11pm""}",2025-11-10 07:48:29.272367+00,2025-11-10 07:48:29.272367+00,'bar':2 'laxmi':1 'restaur':3
